guid;stock;title;summary;published;p_date;sentiment_summary;sentiment_title
79cf98a9-b6fb-3b3c-8028-18fce1eb6b65;B;Barnes: Q4 Earnings Insights;"Shares of Barnes Group (NYSE:B) fell 0.1% in pre-market trading after the company reported Q4 results. Quarterly Results Earnings per share were down 58.14% over the past year to $0.36, which beat the estimate of $0.33. Revenue of $289,125,000 decreased by 21.89% year over year, which beat the estimate of $282,780,000. Looking Ahead The upcoming fiscal year's EPS expected to be between $1.65 and $1.90. How To Listen To The Conference Call Date: Feb 19, 2021 View more earnings on B Time: 08:30 AM ET Webcast URL: https://event.on24.com/eventRegistration/EventLobbyServlet?target=reg20.jsp&amp;referrer=https%3A%2F%2Fir.barnesgroupinc.com%2F&amp;eventid=2633850&amp;sessionid=1&amp;key=CB8FD43C2C073DEE76B4A1B121441579&amp;regTag=&amp;V2=false&amp;sourcepage=register Recent Stock Performance Company's 52-week high was at $68.60 Company's 52-week low was at $30.22 Price action over last quarter: Up 31.82% Company Description Barnes Group Inc is a U.S. based industrial and aerospace manufacturer and service provider. The company operates through two segments: Industrial and Aerospace. The industrial segment manufactures precision parts, products, and systems for critical applications in end markets including transportation, industrial equipment, and consumer products. The aerospace segment provides machined components and assemblies for original equipment manufacturer turbine engine, airframe and industrial gas turbine builders, and the military. This segment also provides aftermarket maintenance, overhaul and repair services for turbine engine manufacturers, airlines, and the military. The company generates around half of its revenue from the domestic American market. See more from BenzingaClick here for options trades from BenzingaEarnings Scheduled For February 19, 2021Preview: Barnes Gr's Earnings© 2021 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.";Fri, 19 Feb 2021 12:03:37 +0000;B_2021-02-19;0.3182;0.0
eb218515-222b-3c79-91bc-8ba46b4c4228;D;Dominion Energy, Ørsted and Eversource Reach Deal on Contract to Charter Offshore Wind Turbine Installation Vessel;Dominion Energy, Ørsted and Eversource announced today an agreement for Ørsted and Eversource to charter Dominion Energy's Charybdis, the first Jones Act-qualified offshore wind turbine installation vessel in the United States, for the construction of two offshore wind farms in the Northeast.;Tue, 01 Jun 2021 14:00:00 +0000;D_2021-06-01;0.7964;0.296
c1916a8f-f2d2-3e37-9d28-c8560d66bcb7;D;How Are Utility ETFs Reacting to Decent Q1 Earnings Results?;Let's take a look at some big utility earnings releases to see if these will impact ETFs exposed to the space.;Wed, 12 May 2021 22:00:10 +0000;D_2021-05-12;-0.0772;0.0
ef24a4f5-1b49-3420-9dc3-24680ec0ed3c;D;Was The Smart Money Right About Piling Into Dominion Energy Inc. (D)?;In this article we will analyze whether Dominion Energy Inc. (NYSE:D) is a good investment right now by following the lead of some of the best investors in the world and piggybacking their ideas. There’s no better way to get these firms’ immense resources and analytical capabilities working for us than to follow their lead […];Mon, 10 May 2021 19:05:57 +0000;D_2021-05-10;0.872;0.5859
4867c3bb-555c-3672-8789-3e6aed129fa3;D;10 Best Wind Energy and Renewables Stocks to Buy in 2021;In this article, we will take a look at the 10 best wind energy and renewables stocks to buy in 2021. You can skip our comprehensive analysis of these companies and go directly to the 5 Best Wind Energy and Renewables Stocks to Buy in 2021. The wind energy market is expected to be worth […];Mon, 10 May 2021 17:00:36 +0000;D_2021-05-10;0.9485;0.743
6f6f05f3-066b-3c94-90eb-65d517e094d0;D;What Is The Ownership Structure Like For Dominion Energy, Inc. (NYSE:D)?;Every investor in Dominion Energy, Inc. ( NYSE:D ) should be aware of the most powerful shareholder groups...;Fri, 07 May 2021 07:55:42 +0000;D_2021-05-07;0.6361;0.5574
1de88903-db41-3c83-8244-fa4625fb350b;D;Dominion Energy, Inc (D) Q1 2021 Earnings Call Transcript;"Joining today's call are Bob Blue, chairman, president, and chief executive officer; Jim Chapman, executive vice president, chief financial officer, and treasurer; and other members of the executive management team.  Thank you, Steven.";Wed, 05 May 2021 06:01:29 +0000;D_2021-05-05;0.4588;0.2732
718ce592-0ec5-34cd-b6b3-7f2b9c211e6e;D;Dominion Energy (D) Q1 Earnings Beat Estimates, Sales Lag;Dominion Energy's (D) first-quarter earnings surpass estimates. The company has a well chalked out plan to lower emissions.;Tue, 04 May 2021 16:33:04 +0000;D_2021-05-04;-0.0258;-0.0772
6c9f1076-8515-3f87-9147-83de9f62609c;D;"Dominion Energy Secure Approval for 9 Solar Projects; Largest In Virginia";"Dominion Energy (D) Virginia customers have secured approval for nine solar projects in the state. It is the largest group of solar projects to be approved by the Virginia State Corporation Commission, with a capacity of about 500 megawatts. The nine solar projects will have the capacity to power some 125,000 homes during peak hours. The approval also marks an important milestone amid the ongoing push for renewable energy. Dominion Energy will own and operate three projects expected to create 750 jobs. The other six projects came into being as a result of a power purchase agreement selected from a competitive solicitation process. The projects in total are also expected to realize up to $100 million in economic benefits to the state. ""Our customers deserve reliable and affordable energy, and they also deserve a clean environment. These projects will help us deliver on that promise,"" said President Ed Baine, Dominion Energy Virginia. The approval of the nine solar projects marks an important milestone for Dominion Energy's goal of net-zero emissions under the Virginia Clean Economy Act. The act calls for up to 16,100 megawatts of solar or onshore wind energy by 2035. (See Dominion Energy stock analysis on TipRanks) In April, Credit Suisse analyst Michael Weinstein reiterated a Buy rating on Dominion Energy. According to the analyst, the company is on course to deliver adjusted earnings per share of $1.07, in line with the consensus estimate. It should also align with the company’s earnings guidance of between $1.00 and $1.15 a share. The analyst increased his price target on the stock from $80 to $90, implying 11.98% upside potential to current levels. Consensus among analysts is a Moderate Buy based on 2 Buy and 1 Hold rating. The average analyst price target of $86.33 implies 7.42% upside potential to current levels. Dominion Energy scores 9 out of 10 on TipRanks’ Smart Score rating system, implying it is likely to outperform the overall market. Related News: Estee Lauder’s 1Q Results Exceed Expectations; Shares Fall 8% AON Delivers Double-Digit Growth In 1Q Intel Announces Massive Investments In Improving Its Products More recent articles from Smarter Analyst: Bausch Health Misses Estimates In 1Q; Shares Plunge 10% CVS Health Posts A Blowout Quarter; Street Says Buy Thomson Reuters Crushes Estimates In 1Q; Shares Pop 6% Pfizer Reports Better-Than-Expected 1Q Results, Lifts COVID-19 Vaccine Sales Outlook";Tue, 04 May 2021 15:28:09 +0000;D_2021-05-04;0.9963;0.765
68922458-9bd7-3679-92a8-c2c854b6557e;D;"Dominion Energy Announces Surry Power Station Receives Regulatory Approval to Extend Operations; Helps Virginia Meet its Clean Energy Goals";The Nuclear Regulatory Commission (NRC) has approved Dominion Energy's, (NYSE: D), application to renew Surry Power Station's operating licenses for an additional 20-years.;Tue, 04 May 2021 15:00:00 +0000;D_2021-05-04;0.4215;0.9062
baf860f9-bfe6-373c-9aaa-8403ebc13e29;D;Dominion Energy (D) Q1 Earnings Surpass Estimates;Dominion Energy (D) delivered earnings and revenue surprises of 0.93% and -7.65%, respectively, for the quarter ended March 2021. Do the numbers hold clues to what lies ahead for the stock?;Tue, 04 May 2021 12:50:12 +0000;D_2021-05-04;0.3818;0.2732
ac1c6cf5-b465-3bc4-a630-e1b4108fc8d8;D;Dominion Energy, Inc. to Host Earnings Call;NEW YORK, NY / ACCESSWIRE / May 4, 2021 / Dominion Energy, Inc. (NYSE:D) will be discussing their earnings results in their 2021 First Quarter Earnings call to be held on May 4, 2021 at 10:00 AM Eastern Time.;Tue, 04 May 2021 11:45:00 +0000;D_2021-05-04;0.2732;0.2732
b016c2cb-f6a8-3563-9859-80a330cc4615;D;Dominion Energy Announces First-Quarter 2021 Earnings;Dominion Energy (NYSE: D) today announced an unaudited net income determined in accordance with Generally Accepted Accounting Principles (reported earnings) for the three months ended March 31, 2021, of $1.0 billion ($1.23 per share) compared with a net loss of $270 million ($0.34 per share) for the same period in 2020.;Tue, 04 May 2021 11:30:00 +0000;D_2021-05-04;0.5106;0.2732
5c81fda7-24cb-32c0-8085-57102a1e375a;D;Largest Group of New Solar Projects Approved for Dominion Energy Virginia Customers;The Virginia State Corporation Commission (SCC) approved Friday the largest group of new solar projects for Dominion Energy Virginia customers. The nine new solar facilities will total nearly 500 megawatts, enough to power 125,000 homes at peak output with renewable energy.;Mon, 03 May 2021 14:00:00 +0000;D_2021-05-03;0.7184;0.5994
08a8242f-92d7-3745-a4dd-117e98b133af;D;Dominion Energy (D) to Report Q1 Earnings: What's in Store?;Dominion Energy's (D) Q1 earnings are likely to have been impacted by storms in its service territories. Yet, rise in customer volumes and lower shares outstanding are likely to have boosted earnings.;Thu, 29 Apr 2021 15:15:03 +0000;D_2021-04-29;0.7579;0.2732
90c5b104-b793-311a-a0a6-4e028085035b;D;Dominion Energy's Project Plant It! Celebrates 15 Years of Environmental Education;This spring, 51,000 students in 15 states will participate in Dominion Energy's Project Plant It! and learn about the benefits trees and pollinators provide the ecosystem. Each student enrolled in the program will also receive a tree seedling and a packet of wildflower seeds designed to attract bees and other pollinators.;Thu, 29 Apr 2021 14:40:00 +0000;D_2021-04-29;0.6588;0.6114
d9604532-6374-3114-bdf7-a1f80c7a7c14;D;Dominion Energy Seeks Projects to Increase Renewable Energy in Virginia;Dominion Energy Virginia is seeking proposals from developers for new solar, onshore wind and energy storage projects. The company issues annual Requests for Proposals (RFPs) to support the goals of the Virginia Clean Economy Act (VCEA) and help the company achieve its goal of net zero greenhouse gas emissions by 2050.;Thu, 29 Apr 2021 14:00:00 +0000;D_2021-04-29;0.8834;0.6705
5d5177f1-d7e1-3c1c-8f48-29f61154fe6a;D;Dominion Energy Donates $30,000 to Charities in Honor of Employee Volunteers;Dominion Energy will recognize six employees Wednesday for their volunteer efforts during 2020. As part of their recognition, a $5,000 donation from the company's Charitable Foundation will be made to each winner's non-profit of choice.;Tue, 20 Apr 2021 15:30:00 +0000;D_2021-04-20;0.5859;0.8176
275c79fe-1bec-3bfb-91bc-56918cf7526b;D;Dominion Energy advances hydrogen as next frontier of clean energy;Dominion Energy is continuing its clean energy transformation with early investments in hydrogen. This emerging clean energy source will help the company achieve net zero greenhouse gas emissions and support decarbonization of other industries like transportation and manufacturing.;Mon, 19 Apr 2021 15:00:00 +0000;D_2021-04-19;0.9485;0.7096
f90b05d0-e4ad-312a-bcfa-7d5a2d16db4b;D;Columbia Public Facilities Corporation, SC -- Moody's assigns Aa2 to Columbia, SC's IPRBs, outlook stable;Rating Action: Moody's assigns Aa2 to Columbia, SC's IPRBs, outlook stableGlobal Credit Research - 19 Apr 2021New York, April 19, 2021 -- Moody's Investors Service has assigned a Aa2 rating to the City of Columbia, South Carolina's $54.9 million Installment Purchase Revenue Bonds (City of Columbia Project), Taxable Series 2021.  For provisional ratings, this announcement provides certain regulatory disclosures in relation to the provisional rating assigned, and in relation to a definitive rating that may be assigned subsequent to the final issuance of the debt, in each case where the transaction structure and terms have not changed prior to the assignment of the definitive rating in a manner that would have affected the rating.;Mon, 19 Apr 2021 13:29:07 +0000;D_2021-04-19;0.1531;0.296
004cd155-c4ea-38b7-b98b-b780a4f13228;D;Will Dominion Energy (D) Beat Estimates Again in Its Next Earnings Report?;Dominion Energy (D) has an impressive earnings surprise history and currently possesses the right combination of the two key ingredients for a likely beat in its next quarterly report.;Fri, 09 Apr 2021 16:10:04 +0000;D_2021-04-09;0.7579;0.2732
c56756a3-7710-3bb3-ad6b-052b25321823;M;Is Macy's Stock a Buy After Q1 Earnings?;Macy's (NYSE: M) benefitted from the American Rescue Plan, that saw over $300 billion in stimulus checks sent to consumers in March and April, by reporting a better than expected first-quarter on May 18.  Let's look at the most recent quarter and dig a little deeper to determine if Macy's stock is a buy right now.;Wed, 02 Jun 2021 12:48:00 +0000;M_2021-06-02;0.836;0.0
2a550e02-92da-3545-a18b-f2182c03b2d1;M;Macy's Sales Recovery Is Just Getting Started;Many retail analysts and pundits fear that the Q1 sales recovery wasn't sustainable, but the evidence suggests that sales trends will strengthen further over the next few quarters.;Sun, 30 May 2021 13:07:00 +0000;M_2021-05-30;0.2144;0.0
4abb2fba-bc7c-3007-adae-c4f0853943c8;M;Does Macy's Excellent Q1 Mean Its Debt Troubles Are Gone?;Macy's (NYSE: M) first-quarter results were a sigh of relief for all stakeholders. But, unfortunately, the department store retailing giant was one of the companies that was severely negatively affected by the coronavirus pandemic.;Fri, 28 May 2021 17:42:16 +0000;M_2021-05-28;-0.4215;-0.2023
46d5097d-ffdd-37b9-8087-71677fc396bc;M;Macy's (M) Benefits From Digital Growth & Polaris Strategy;Macy's (M) initiatives to boost digital capabilities are yielding. Also, the company is on track with efforts like rationalizing store base and revamping assortments.;Fri, 28 May 2021 13:50:01 +0000;M_2021-05-28;0.6369;0.6369
2f79c29b-3169-3740-9583-ca9c723ff6fa;M;Macy’s Honors National LGBTQ Pride Month;It’s time to celebrate with Pride + Joy, as Macy’s (NYSE:M) kicks-off National Pride Month in support of its LGBTQ colleagues, customers and communities. This June, Macy’s annual national Pride + Joy campaign honors the LGBTQ community with special initiatives including a customer-centric give-back program to raise funds and awareness for The Trevor Project. In addition, Macy’s will celebrate Pride with exclusive merchandise available at select stores, on macys.com and its app, bring joy at local community Pride parades in select markets nationwide, and host special live and virtual events.;Wed, 26 May 2021 13:00:00 +0000;M_2021-05-26;0.991;0.6908
765206e5-ad20-3628-8c05-e6cd966de1f2;M;Macy's Plans to Add Tower to NYC Flagship Store;While the future of Macy's might include fewer stores, its flagship is another story. Macy's NYC flagship store is slated to become grander.;Wed, 26 May 2021 12:00:35 +0000;M_2021-05-26;0.5423;0.1027
1b865a23-d122-4d3c-a5e3-05f9fe206a17;M;Back to school could bring huge demand for kids' sneakers: Foot Locker CEO;Foot Locker CEO Richard Johnson chats with Yahoo Finance Live about the outlook for sneakers as kids get ready to return back to in-person learning.;Mon, 24 May 2021 20:27:08 +0000;M_2021-05-24;0.3612;0.2023
326000bb-b574-398c-965d-8afec015962d;M;What You Need To Know About Macy's, Inc.'s (NYSE:M) Investor Composition;A look at the shareholders of Macy's, Inc. ( NYSE:M ) can tell us which group is most powerful. Institutions often own...;Sat, 22 May 2021 09:01:18 +0000;M_2021-05-22;0.4754;0.0
f61823b3-a362-3bdc-9d6b-45d31bfd2987;M;Retail earnings show consumers are in great shape: analyst;Director of Consumer Research, Refinitiv, Jharonne Martis, joins Yahoo Finance to discuss earnings from Foot Locker and how recent retail earnings could be a sign of a strong economy returning as consumers become more engaged.;Fri, 21 May 2021 14:10:30 +0000;M_2021-05-21;0.7425;0.6249
86716c5c-1f5a-3e9d-b60a-fe4ce7295e83;M;Macy's Is Raising Expectations for 2021;Macy's (NYSE: M) shareholders can breathe a sigh of relief as the worst of the COVID-19 pandemic appears to be behind the retailer.  In a stark turnaround from the tone during the devastations of the pandemic, Macy's management was optimistic for what the rest of 2021 holds — understandably so as consumers spend more bravely with a little extra stimulus in their pockets.  The first quarter in 2020 included the time where nearly all of Macy's stores were forced to close for in-person shopping due to COVID-19.;Fri, 21 May 2021 08:45:00 +0000;M_2021-05-21;-0.228;0.0
02691e6f-fbc0-33eb-a94c-3e62030fa70b;M;Is Macys (M) Outperforming Other Retail-Wholesale Stocks This Year?;Is (M) Outperforming Other Retail-Wholesale Stocks This Year?;Thu, 20 May 2021 15:30:03 +0000;M_2021-05-20;0.0;0.0
40e67625-23d2-3646-9c66-d090ec7b7ea2;M;Macy’s Wants to Expand Into Toys, Pets + More New Categories — Why Analysts Think It Might Be Too Ambitious;The company is in the midst of executing on a three-year turnaround plan.;Wed, 19 May 2021 21:20:02 +0000;M_2021-05-19;0.0;0.6597
a3820b7d-e3f1-3e44-8d75-5a69e1fb1e15;M;How Macy’s Stock Could Gain as  Baby Boomers Go Shopping Again;Evercore ISI analyst Omar Saad added the department-store chain to his firm's tactical-outperform list, saying it will benefit as the economy reopens.;Wed, 19 May 2021 16:39:00 +0000;M_2021-05-19;0.4588;0.5267
4e7f75d7-08c2-3909-a05b-e3c5f60743a3;M;Another Department Store Just Crushed Expectations;Investors had expected Macy's to report a big loss in the first quarter. Instead, it delivered a solid profit.;Wed, 19 May 2021 13:39:00 +0000;M_2021-05-19;0.296;-0.4215
a8fcf2a2-f699-49d9-8f4b-26c38dd467c3;M;Target Q1 earnings smash expectations as consumers continue to shop;Target's first quarter earnings are out. Here's what you need to know.;Wed, 19 May 2021 10:32:06 +0000;M_2021-05-19;0.0;0.0
9e0f730e-3bde-35be-88be-c250cb29e0a4;M;A Confident Macy’s Sees Momentum Sustaining Through the Year;"""No short-term pop"" was how Macy's Inc. CEO Jeff Gennette described the retailer's strong first quarter.";Tue, 18 May 2021 21:13:15 +0000;M_2021-05-18;0.2732;0.4939
95fe8548-5dad-39f8-beb2-bcf7d23168f4;M;5 at 5: Your Daily Digest for Real Estate Investing, 5/18/21;"Investment in specialized asset classes like lab and life science, cold storage, and medical office has risen significantly as the lack of opportunities in traditional options like industrial and multifamily has driven interest toward niche alternatives.  The Millionacres takeaway: Laboratory, cold storage (think the ""last mile of food""), and single-family rentals are particularly noted as attractors of venture capital money in this GlobeSt.com article on a Colliers report.  Macy's (NYSE: M) today signaled recovery from the pandemic, reporting a 56% year-over-year first quarter sales bump to $4.71 billion and a revised outlook that CFO Adrian Mitchell said reflects ""cautious optimism.""";Tue, 18 May 2021 21:00:11 +0000;M_2021-05-18;0.8971;0.0
fe8a27e2-f091-37cb-97d1-0d90b09b6630;M;Macy's CEO Says Most Stores Are in 'Really Good Shape';May.18 -- Macy’s Inc. posted first-quarter sales that outpaced Wall Street’s expectations and raised its earnings forecast for the year. CEO Jeff Gennette talks about inflation, consumer behavior and plans for a new flagship at Herald Square in New York City.;Tue, 18 May 2021 20:35:10 +0000;M_2021-05-18;0.1027;0.4927
a3e986d3-ac4e-38bd-9d97-5c1f2fcb9905;M;Market Recap: Tuesday, May 18;"Stocks dipped on Tuesday, with the Nasdaq erasing earlier gains to join the S&amp;P 500 and Dow in the red. The S&amp;P 500 drifted lower and headed for a second straight day of declines. The Nasdaq also sank, and the Dow shed more than 100 points, or 0.3%. Walmart shares gained more than 2.5% after the company posted first-quarter earnings that handily exceeded estimates and raising full-year guidance. However, Home Depot and Macy's shares declined even after both companies topped Wall Street's first-quarter earnings estimates. Jason Ware, Albion Financial Group CIO and Carillon Tower Advisors, Vice President & Portfolio Specialist Matt Orton, joined Yahoo Finance Live to discuss.";Tue, 18 May 2021 20:31:41 +0000;M_2021-05-18;0.8519;0.0
3bc1af23-6a0c-3147-82a5-2ed041dcc959;O;Why Is Realty Income Corp. (O) Up 0.4% Since Last Earnings Report?;Realty Income Corp. (O) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.;Wed, 02 Jun 2021 15:30:03 +0000;O_2021-06-02;0.0;0.0
d4ce3824-e64c-3c24-baaf-274c7c83b099;O;3 Dividend Stocks That Are Perfect for Retirement;"Here are three that are particularly suitable for older investors.  Realty Income (NYSE: O) pays a monthly dividend and is a Dividend Aristocrat, an S&amp;P 500 company that's raised its dividend for at least 25 consecutive years.  It's a real estate investment trust (REIT) that specializes in single-tenant real estate.";Wed, 02 Jun 2021 11:01:00 +0000;O_2021-06-02;0.5106;0.5719
d1b7ef3e-0804-3ca6-b2fd-26f412944dae;O;"SHAREHOLDER INVESTIGATION: Halper Sadeh LLP Investigates MDP, EQT, HOME, GRA, O; Shareholders are Encouraged to Contact the Firm";Halper Sadeh LLP, a global investor rights law firm, announces it is investigating the following companies:;Tue, 01 Jun 2021 21:10:00 +0000;O_2021-06-01;0.0;0.3612
1fc90ae6-c780-3734-8f5f-d143093d32af;O;3 REITs to Buy for Retirement;Real estate often makes an excellent retirement-focused investment.  Rental property investing has two big selling features: These properties tend to steadily appreciate in value, and they generate rental income.  Three great ones for retirement-focused investors are Camden Property Trust (NYSE: CPT), Realty Income (NYSE: O), and Medical Properties Trust (NYSE: MPW).;Sun, 30 May 2021 11:00:12 +0000;O_2021-05-30;0.9612;0.0
3a70054e-7bed-36cb-8e72-de9e76bdfb1b;O;3 Stocks that Cut You Checks Each Month;If you are looking for a well-rounded collection of monthly dividend payers, start with this trio of high-yielding REITs.;Sat, 29 May 2021 12:32:00 +0000;O_2021-05-29;0.0;-0.2732
228af503-3e70-3d4c-b401-93b42ab381b0;O;3 REITs That Turned $1,000 into $40,000 -- or Much More;REITs are often thought of as boring investments, but that doesn't mean they can't produce some incredible returns.;Fri, 28 May 2021 19:00:31 +0000;O_2021-05-28;-0.1655;0.0
d542f318-12e3-361a-b00c-f0ab3ed845de;O;3 High-Dividend Real Estate Stocks to Buy in June;These three dividend payers should be on your real estate stock radar in June, especially if you like high yields.;Fri, 28 May 2021 15:00:26 +0000;O_2021-05-28;0.4144;0.0
909fb881-95ae-33ba-8fd3-f3f53d8b8451;O;3 Stocks to Help You Build Retirement Wealth;This mix of companies has a proven track record of dividend success, which can help underpin a wealthy and healthy retirement.;Fri, 28 May 2021 10:01:00 +0000;O_2021-05-28;0.891;0.7096
446cf717-5695-3488-b169-c3cecfbefe46;O;10 Best Stocks to Buy for Early Retirement;In this article we will take a look at the 10 best stocks to buy for early retirement. You can skip our detailed analysis of these companies and go directly to 5 Best Stocks To Buy for Early Retirement. Most working people are not prepared well to meet the challenges that retirement brings. A study by […];Mon, 24 May 2021 16:29:08 +0000;O_2021-05-24;0.8031;0.6369
31224ea0-79d6-3cd0-a0cd-7fb28727df8b;O;Jacqueline Brady Joins Realty Income's Board Of Directors;Realty Income Corporation (Realty Income, NYSE: O), The Monthly Dividend Company®, today announced that Jacqueline Brady has been appointed as an independent member of Realty Income's Board of Directors, effective immediately. The appointment expands the Board to include ten members.;Tue, 18 May 2021 20:05:00 +0000;O_2021-05-18;0.5423;0.0
73b35849-77cd-379c-b731-d5c6a4fbf688;O;611th Consecutive Common Stock Monthly Dividend Declared By Realty Income;Realty Income Corporation (Realty Income, NYSE: O), The Monthly Dividend Company®, today announced that its Board of Directors has declared the 611th consecutive common stock monthly dividend. The dividend amount of $0.235 per share, representing an annualized amount of $2.82 per share, is payable on June 15, 2021 to shareholders of record as of June 1, 2021. The ex-dividend date for June's dividend is May 28, 2021.;Tue, 18 May 2021 20:05:00 +0000;O_2021-05-18;0.5267;0.0
d7e16498-d09a-37de-93c9-d6cda9979455;O;Where Will Spirit Realty Capital Be in 3 Years?;With a new design and a big stress test over, Spirit Realty Capital looks like bigger days are ahead.;Fri, 14 May 2021 19:00:20 +0000;O_2021-05-14;0.1027;0.1779
58139836-e76a-3fba-afc1-f9e712327d6c;O;What Does Realty Income's Merger With VEREIT Mean for Investors?;When bull markets get into their later stages, many companies start to focus on mergers and acquisitions as ways to obtain growth, often using their own shares as currency.  This can result in big strategic deals like the one in which Realty Income (NYSE: O) is buying VEREIT (NYSE: VER) in an all-stock transaction.  Investors will receive 0.705 shares of Realty Income for every share of VEREIT they hold.;Thu, 13 May 2021 11:28:00 +0000;O_2021-05-13;0.8658;0.0
68361f1e-a4dc-3bdc-91d7-96155dda4391;O;We Think Shareholders Will Probably Be Generous With Realty Income Corporation's (NYSE:O) CEO Compensation;It would be hard to discount the role that CEO Sumit Roy has played in delivering the impressive results at Realty...;Wed, 12 May 2021 07:03:58 +0000;O_2021-05-12;0.6486;0.5106
88b12291-e807-377c-9961-1d56e60df046;O;"SHAREHOLDER INVESTIGATION: Halper Sadeh LLP Investigates TPCO, O, MFNC, WRI; Shareholders are Encouraged to Contact the Firm";NEW YORK, NY / ACCESSWIRE / May 8, 2021 / Halper Sadeh LLP, a global investor rights law firm, announces it is investigating the following companies:Tribune Publishing Company (NASDAQ:TPCO) concerning potential violations of the federal securities laws and/or breaches of fiduciary duties relating to its sale to affiliates of Alden Global Capital. Under the terms of the agreement, Alden will acquire all of the outstanding shares of Tribune common stock not currently owned by Alden for $17.;Sat, 08 May 2021 04:00:00 +0000;O_2021-05-08;0.802;0.3612
d4c8987b-8646-320f-8a5d-0743b29809ef;O;SHAREHOLDER ALERT: WeissLaw LLP Reminds VER, CBAN, WRI, and PPD Shareholders About Its Ongoing Investigations;If you own shares in any of the companies listed above and would like to discuss our investigations or have any questions concerning this notice or your rights or interests, please contact:;Thu, 06 May 2021 23:03:00 +0000;O_2021-05-06;0.7906;0.4466
02123c7f-c32b-392f-acc9-cf77dcd970ec;O;W.P. Carey Is the Best REIT Stock Nobody's Talking About;Even after sailing through the coronavirus pandemic, W.P. Carey doesn't get the respect it deserves.;Thu, 06 May 2021 15:38:00 +0000;O_2021-05-06;-0.3724;0.6369
fe4ad6e1-04bb-3b4e-8e0d-129edca9b9d3;O;3 REITs You Need in Your Real Estate Portfolio;If you're looking to add some REIT names to your real estate holdings, here are three large, sector-leading REITs to look at.;Thu, 06 May 2021 15:00:07 +0000;O_2021-05-06;0.0;0.0
41c5a235-90ea-3d0b-b36b-48c67469203c;O;Federal Realty (FRT) Tops Q1 FFO Estimates, Issues Solid '21 View;Federal Realty's (FRT) Q1 results reflect better-than-anticipated revenues. Management noted about solid leasing demand from a wide range of high-quality tenants.;Thu, 06 May 2021 13:23:01 +0000;O_2021-05-06;0.0258;0.5994
ea6fa0a7-81c4-3b4c-a3e7-6eb88c53d9c6;O;3 Best REITs to Buy in May;It’s not a bad time to consider freshening up your stock portfolio, too, with some tried-and-true performers who have long been outstanding in their fields.  With a market cap of about $113 billion, Boston-based American Tower is the largest of all REITs, regardless of sector, and AMT just keeps growing, including the recent acquisition of 31,000 communications sites primarily in Germany and Spain from Telefonica (NYSE: TEF).;Thu, 06 May 2021 11:00:15 +0000;O_2021-05-06;0.8201;0.6369
6b7b6894-e70c-378e-ace3-7abe79804d72;R;Ryder Named One of America’s Best Employers For Diversity in 2021 by Forbes;Ryder System, Inc. (NYSE: R), a leader in supply chain, dedicated transportation, and fleet management solutions, has been recognized as one of the top companies in the United States dedicated to diversity, equality, and inclusion as part of Forbes’ fourth annual list of America’s Best Employers For Diversity in 2021.;Wed, 02 Jun 2021 15:20:00 +0000;R_2021-06-02;0.9382;0.6369
93633264-1107-33e4-b3c2-2a8dda9dc206;R;Ryder (R) Up 0.8% Since Last Earnings Report: Can It Continue?;Ryder (R) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.;Fri, 28 May 2021 15:32:03 +0000;R_2021-05-28;0.0;0.0
893c42e5-16b2-3010-98c2-e87c0749765b;R;Zacks Industry Outlook Highlights: Herc Holdings, Textainer Group Holdings, Triton International, CAI International and Ryder System;Zacks Industry Outlook Highlights: Herc Holdings, Textainer Group Holdings, Triton International, CAI International and Ryder System;Fri, 21 May 2021 12:53:12 +0000;R_2021-05-21;0.0;0.0
be6f50bc-b2fc-3927-afbd-9c5f5bd839e0;R;Scott+Scott Attorneys at Law LLP Investigates Ryder System, Inc.’s Directors and Officers for Breach of Fiduciary Duties – R;Scott+Scott Attorneys at Law LLP Investigates Ryder System, Inc.’s Directors and Officers for Breach of Fiduciary Duties – R;Thu, 20 May 2021 13:41:00 +0000;R_2021-05-20;0.0;0.0
ae700821-dbe3-3b87-b9e9-576f95eec98d;R;Ryder CEO to Address Wolfe Research Transportation and Industrials Conference;Ryder System, Inc. (NYSE: R) Chairman and Chief Executive Officer Robert Sanchez will present a company update at the Wolfe Research Transportation and Industrials Conference.;Tue, 18 May 2021 10:55:00 +0000;R_2021-05-18;0.0;0.0
a3e6893e-10b1-3741-9f83-470193c610f0;R;Ryder Declares Quarterly Cash Dividend;The Board of Directors of Ryder System, Inc. (NYSE: R), a leader in supply chain, dedicated transportation, and fleet management solutions, today declared a regular quarterly cash dividend of $0.56 per share of common stock, to be paid on June 18, 2021, to shareholders of record on May 24, 2021.;Fri, 07 May 2021 20:30:00 +0000;R_2021-05-07;0.7096;0.0
